id,answer
1971,1353
1972,1353
1973,1415
1974,Alps
1975,Belp
1976,Zytglogge
1977,Zytglogge
1978,War
1979,1954
1980,Not sure
1981,1798
1982,French
1983,1802
1984,Congress of Vienna
1985,1979
1986,Bern International
1987,World War I
1988,Bern
1989,Bern
1990,Bern
1991,mountains
1992,University of Bern
1993,hit
1994,Engehalbinsel
1995,Bern
1996,Aare
1997,districts
1998,Not sure
1999,During
2000,Gemeinderat
2001,entire
2002,As
2003,City Council
2004,holds
2005,Bern
2006,SP Social Democratic Party
2007,SP Social Democratic Party
2008,The
2009,members
2010,regular
2011,sessions
2012,parties
2013,entire
2014,Currently
2015,1
2016,34
2017,10
2018,2010
2019,Swiss
2020,German
2021,2000
2022,Bern
2023,2008
2024,Bern
2025,Salzburg
2026,"44,032"
2027,"25,818"
2028,20.1
2029,2000
2030,1
2031,2000
2032,36
2033,2000
2034,2000
2035,2000
2036,As
2037,As
2038,"34,981"
2039,In
2040,In
2041,Swiss
2042,municipality
2043,2000
2044,324
2045,entire
2046,1
2047,Bern
2048,Bern
2049,Zytglogge
2050,Gothic
2051,Gothic
2052,Not sure
2053,formerly
2054,Bern International
2055,Duke
2056,Russian
2057,The
2058,Federal Palace
2059,Albert Einstein
2060,1905
2061,Kramgasse
2062,Rose Garden
2063,The
2064,Rosarium
2065,1913
2066,Old Town
2067,Bernese German
2068,Hans Hiltbrand
2069,UNESCO World Heritage Site
2070,1421
2071,Holy Ghost Church
2072,Hans Gieng
2073,English
2074,1954
2075,The
2076,BSC Young Boys
2077,SC Bern
2078,Bern
2079,2009
2080,2010
2081,2010
2082,Bern
2083,As
2084,259
2085,59
2086,59
2087,2008
2088,203
2089,203
2090,51
2091,jobs
2092,2000
2093,2000
2094,working
2095,50.6
2096,Bern
2097,In
2098,In
2099,259
2100,The
2101,lower
2102,2009–10
2103,89
2104,266
2105,151
2106,entire
2107,2000
2108,2000
2109,Bundeshaus
2110,It
2111,Marzilibahn
2112,Marzilibahn
2113,Bern
2114,Bern-Belp
2115,fumetti
2116,captions
2117,novels
2118,The
2119,history
2120,1930s
2121,The Dark Knight Returns
2122,The Dark Knight Returns
2123,The
2124,others
2125,Some
2126,comics
2127,began
2128,storyboards
2129,1827
2130,Japan
2131,Egyptian
2132,Egyptian
2133,Egyptian
2134,Egyptian
2135,The Glasgow Looking Glass
2136,1825
2137,The Glasgow Looking Glass
2138,;
2139,1884
2140,Le Journal de Mickey
2141,European
2142,Mutt
2143,1907
2144,1938
2145,Golden Age
2146,Senate
2147,Senate
2148,1938
2149,comics
2150,became
2151,became
2152,L'Association
2153,continued
2154,characters
2155,Not sure
2156,1900
2157,magazines
2158,1900
2159,1900
2160,strips
2161,War II
2162,usually
2163,War II
2164,Comic
2165,character
2166,magazines
2167,comics
2168,comics
2169,English-speaking
2170,comics
2171,argued
2172,graphic
2173,Europe
2174,editorial
2175,British
2176,particularly
2177,thought
2178,entertainment
2179,called
2180,term
2181,The
2182,novels
2183,Maus
2184,Rodolphe Töpffer
2185,19th
2186,Puce
2187,decade
2188,1929
2189,flourished
2190,As
2191,As
2192,Japanese
2193,called
2194,1959
2195,French-language
2196,Pilote
2197,1972
2198,Mœbius
2199,Mœbius
2200,Japanese
2201,1924
2202,Cartoon
2203,The
2204,Manga
2205,Coulton Waugh
2206,American
2207,Harry Morgan
2208,Comics
2209,American
2210,American
2211,Japanese
2212,French
2213,comics
2214,audiences
2215,new
2216,canvas—meaning
2217,wordless
2218,consider
2219,Some
2220,animation
2221,Eisner
2222,reached
2223,Töpffer
2224,Töpffer
2225,critics
2226,'s
2227,Töpffer
2228,Henri Vanlier
2229,Pierre Fresnault-Deruelle
2230,Neil Cohn
2231,English
2232,English
2233,Similarly
2234,Similarly
2235,The
2236,American
2237,categorical
2238,English
2239,English
2240,black-and-white
2241,Particularly
2242,American
2243,images
2244,panels
2245,process
2246,arrangement
2247,may
2248,associated
2249,addition
2250,effects
2251,making
2252,making
2253,especially
2254,lines
2255,Iron Man
2256,Not sure
2257,New York City
2258,Hulk
2259,New York City
2260,Martin Goodman
2261,Not sure
2262,1939
2263,Characters
2264,330
2265,Marvel Comics
2266,1
2267,Jack Kirby
2268,Oct.
2269,Oct.
2270,Not sure
2271,Powerhouse Pepper
2272,Powerhouse Pepper
2273,Spider-Man
2274,Marvel
2275,Not sure
2276,330
2277,Marvel Comics
2278,Not sure
2279,Sub-Mariner
2280,bicker
2281,Homer
2282,Homer
2283,Homer
2284,Marvel
2285,1
2286,bicker
2287,Fantastic Four
2288,Not sure
2289,Stan Lee
2290,Spider-Man
2291,Avengers
2292,Hulk
2293,Seaboard Periodicals
2294,Esquire
2295,Heroes Reborn
2296,It
2297,Superman
2298,28
2299,Marvel
2300,Not sure
2301,Marvel
2302,Spider-Man
2303,50
2304,Independent News
2305,Goodman
2306,Joe Quesada
2307,Not sure
2308,Not sure
2309,Not sure
2310,Marvel Comics
2311,new
2312,Marvel Comics
2313,Not sure
2314,Heroes Reborn
2315,Master
2316,1970
2317,Marvel
2318,Independent News
2319,Human Torch
2320,DC Comics
2321,1974
2322,Marvel
2323,Nov.
2324,Marvel
2325,Marvel
2326,1
2327,1
2328,took
2329,Not sure
2330,It
2331,Captain
2332,Epic Comics
2333,Spider-Man
2334,Spider-Man
2335,cards
2336,Marvel
2337,Marvel Universe
2338,Avengers
2339,Fantastic Four
2340,In
2341,1996
2342,Marvel Knights
2343,Spider-Man
2344,newsstand
2345,Diamond Comic Distributors Inc
2346,one
2347,Also
2348,United States Department of Health
2349,2001
2350,Comics Code Authority
2351,Comics Code Authority
2352,Spider-Man
2353,Marvel Comics
2354,2009
2355,Not sure
2356,DC Comics
2357,Marvel
2358,imprints
2359,Infinite Comics
2360,Infinite Comics
2361,Infinite Comics
2362,Infinite Comics
2363,Marvel Comics
2364,Time
2365,Seaboard Periodicals
2366,January
2367,Star Wars
2368,Bantam Books
2369,Bantam Books
2370,Marvel Comics
2371,Spider-Man
2372,2011
2373,Marvel
2374,Walt Disney World
2375,Walt Disney World
2376,Marvel
2377,Galaxy
2378,Nazi Party
2379,Thereafter
2380,British–French–Soviet
2381,Stalin
2382,Brest-Litovsk
2383,Przemyśl
2384,Abrene
2385,World War II
2386,Bolsheviks
2387,1940
2388,departments
2389,anti-Semitic
2390,223
2391,created
2392,Munich
2393,1938
2394,Nazi-Soviet
2395,British
2396,Munich
2397,Germany
2398,Western
2399,The German
2400,Przemyśl
2401,In
2402,The
2403,Molotov
2404,parties
2405,Foreign Minister
2406,political
2407,February
2408,Moscow
2409,Poland
2410,Soviet Union
2411,German
2412,parties
2413,1938
2414,Foreign Minister
2415,end
2416,day
2417,Vilnius
2418,Lithuania
2419,San
2420,territories
2421,Romania
2422,German
2423,1941
2424,definition
2425,Stalin
2426,1939
2427,1930s
2428,Soviet
2429,Hitler
2430,Soviets
2431,Luftwaffe
2432,Demarcation
2433,invasion
2434,Soviets
2435,Germany
2436,Lvov
2437,Kresy
2438,September
2439,days
2440,Britain
2441,1939
2442,"200,000"
2443,12
2444,Ribbentrop
2445,Soviet
2446,Soviet
2447,Moldovan ASSR
2448,The
2449,Soviet
2450,assemblies
2451,Not sure
2452,1938
2453,10
2454,ghettos
2455,ghettos
2456,Slavs
2457,positions
2458,1940
2459,days
2460,Carr
2461,The
2462,1940
2463,Herbert Biberman
2464,Maurice Thorez
2465,The
2466,Communist International
2467,Communists
2468,French Communists
2469,Russia
2470,The
2471,The
2472,Die Welt
2473,Józef Beck
2474,British
2475,provided
2476,On
2477,Allies
2478,Suite
2479,Communist Party USA
2480,Soviets
2481,Manchuria
2482,November
2483,modified
2484,British
2485,Not sure
2486,Soviets
2487,Stalin
2488,German
2489,Soviet
2490,Stalin
2491,end
2492,year
2493,Soviets
2494,Axis
2495,time
2496,The
2497,1941
2498,Soviets
2499,Moscow
2500,months
2501,months
2502,The
2503,1933
2504,State Department
2505,Germany
2506,Foreign Office
2507,Thuringia
2508,included
2509,The German
2510,London
2511,Raymond J. Sontag
2512,day
2513,persisted
2514,German–Soviet
2515,Carr
2516,Ribbentrop
2517,parties
2518,British–French–Soviet
2519,Stalin
2520,Stalin
2521,In
2522,Viktor Suvorov
2523,France
2524,The
2525,The
2526,Hitler
2527,The
2528,1941
2529,36
2530,Pact
2531,Warsaw Pact
2532,leaders
2533,Soviet Union
2534,Warsaw Pact
2535,Pact
2536,Pact
2537,Czechoslovakia
2538,36
2539,Pact
2540,Federal Republic of Germany
2541,The
2542,Warsaw
2543,Political Consultative Committee
2544,Ideologically
2545,Ideologically
2546,West Germany
2547,Soviet Union
2548,West Germany
2549,Proposals
2550,20
2551,USSR
2552,deployed
2553,British General
2554,1954
2555,1952
2556,1954
2557,Foreign Affairs Minister
2558,Warsaw Pact
2559,National People 's Army
2560,National People 's Army
2561,leaders
2562,36
2563,1966
2564,EDC
2565,NATO
2566,1956
2567,leading
2568,1968
2569,USSR
2570,Hungary
2571,1989
2572,The
2573,Federal Republic of Germany
2574,1999
2575,1999
2576,2005
2577,leaders
2578,River Rhine
2579,178
2580,1954
2581,Antarctica
2582,200
2583,The
2584,reside
2585,Organisms
2586,Antarctica
2587,Antarctica
2588,The
2589,Earth
2590,climate
2591,Geologically
2592,Paleozoic
2593,Paleozoic
2594,Jurassic
2595,Alexander Island
2596,anomalous
2597,Paleozoic
2598,The
2599,Jurassic
2600,volcanic
2601,Antarctica
2602,Matthew Flinders
2603,1814
2604,found
2605,Explorer
2606,Explorer
2607,1814
2608,Eocene–Oligocene
2609,Census
2610,500
2611,235
2612,animals
2613,temperatures
2614,Nimrod Expedition
2615,Edgeworth David
2616,Douglas Mawson
2617,1931
2618,14
2619,1978
2620,animals
2621,2000
2622,1980
2623,role
2624,1957
2625,Antarctic Treaty
2626,1957
2627,Antarctic Treaty
2628,Glaciologists
2629,The
2630,hydrocarbons
2631,Nimrod Expedition
2632,hydrocarbons
2633,Antarctica
2634,Princess
2635,2007
2636,Princess
2637,Antarctica
2638,Johan Berte
2639,shelves
2640,large
2641,shelves
2642,floating
2643,low
2644,climate
2645,sunlight
2646,limited
2647,25
2648,1959
2649,Antarctic Treaty
2650,Queen
2651,signed
2652,It
2653,17
2654,Antarctic Circle
2655,1820
2656,Queen
2657,1895
2658,Since
2659,1985
2660,Halley Station
2661,Brunt Ice Shelf
2662,CFCs
2663,Cambrian
2664,West Antarctica
2665,Gondwana
2666,Ma
2667,Gondwana
2668,Note
2669,location
2670,Indian Oceans
2671,comparison
2672,About
2673,Antarctica
2674,Earth
2675,Earth
2676,average
2677,particularly
2678,Aristotle
2679,A.D
2680,Marinus of Tyre
2681,Middle English
2682,Greek
2683,dominant
2684,Ozone
2685,Ozone
2686,cooling
2687,Ozone
2688,Elisabeth
2689,70
2690,98
2691,Orthodox
2692,2004
2693,Indian Oceans
2694,"14,000,000"
2695,US English
2696,400
2697,creatures
2698,Adélie
2699,Adélie
2700,distinctive
2701,Adélie
2702,Vinson Massif
2703,Vinson Massif
2704,Vinson Massif
2705,American
2706,Erebus
2707,1983
2708,1983
2709,Greenpeace International
2710,Antarctic Treaty
2711,however
2712,caps
2713,In
2714,Early Triassic
2715,The
2716,Cambrian
2717,focus
2718,University of California
2719,1912
2720,Japanese
2721,protect
2722,Antarctica
2723,conditions
2724,McMurdo Dry Valleys
2725,CO2
2726,sheet
2727,Antarctica
2728,1786
2729,Antarctic Convergence
2730,Not sure
2731,1910
2732,Antarctica
2733,believed
2734,50
2735,ice
2736,contribution
2737,Antarctic
2738,Weddell
2739,James Weddell
2740,ecosystem
2741,Antarctic
2742,1957
2743,Antarctic Treaty
2744,committee
2745,Antarctic Treaty Consultative Meeting
2746,Environmental Protection
2747,Environmental Protection
2748,1998
2749,2048
2750,primary
2751,2000–01
2752,Meteorites
2753,Antarctica
2754,meteorites
2755,Meteorites
2756,A.D
2757,2002
2758,Wilkins Ice Shelf
2759,NASA
2760,30
2761,5
2762,2009
2763,average
2764,North Africa—had
2765,found
2766,Meteorites
2767,About
2768,US English
2769,About
2770,continent
2771,20
2772,drilled
2773,frozen
2774,CFCs
2775,2008
2776,NASA
2777,West Antarctica
2778,66
2779,Ma
2780,40
2781,Australia
2782,CO2
2783,"9,800"
2784,Second
2785,Antarctic
2786,sea
2787,Emilio Marcos Palma
2788,Antarctic Peninsula
2789,1978
2790,Argentine
2791,native
2792,McMurdo Dry Valleys
2793,1150
2794,McMurdo Dry Valleys
2795,Antarctic
2796,Argentine
2797,Queen
2798,Argentine
2799,2012
2800,Falklands War
2801,Argentine
2802,role
2803,This
2804,Not sure
2805,901
2806,plate
2807,interested
2808,Glaciologists
2809,interior
2810,Antarctic
2811,Jefferson
2812,U.S. Supreme Court
2813,1879
2814,Court
2815,Justice Hugo Black
2816,English Civil War
2817,England
2818,like
2819,Plymouth Colony
2820,Plymouth Colony
2821,inestimable
2822,1789
2823,Georgia Constitution
2824,Georgia Constitution
2825,denied
2826,1776
2827,NC Constitution
2828,^Note
2829,Article
2830,8
2831,Flushing Remonstrance
2832,Flushing Remonstrance
2833,1657
2834,Peter Stuyvesant
2835,Dutch Reformed Church
2836,established
2837,Baptist
2838,New England
2839,1773
2840,1786
2841,Roger Williams
2842,Baptist
2843,Baptist
2844,1644
2845,Thomas Jefferson
2846,James Madison
2847,Jefferson
2848,Capitol
2849,Madison
2850,Civil Government
2851,Christianity
2852,Virginia Statute for Religious Freedom
2853,setting
2854,compatible
2855,American
2856,1878
2857,American
2858,Reynolds
2859,American
2860,ruled
2861,Madison
2862,Religious Freedom
2863,Jefferson
2864,Virginian
2865,Massachusetts
2866,Duke of York
2867,Dutch Reformed
2868,paid
2869,Catholic
2870,1698
2871,Province
2872,Duke of York
2873,Perth Amboy
2874,Province
2875,imposed
2876,US Constitution
2877,US Constitution
2878,US Constitution
2879,Congress
2880,citizens
2881,LSU
2882,Considering
2883,Federalists
2884,Elbridge Gerry
2885,Rep.
2886,Connecticut
2887,Rep.
2888,Constitution
2889,Rep.
2890,South Carolina
2891,first
2892,Amendment
2893,introduces
2894,Amendment
2895,Due Process Clause
2896,Everson v. Board of Education
2897,Everson v. Board of Education
2898,First Amendment
2899,Board of Education of Kiryas Joel Village School District
2900,1994
2901,Establishment Clause
2902,James Madison
2903,Strongly
2904,The
2905,Jefferson
2906,330
2907,Everson v. Board of Education
2908,incorporation
2909,Everson v. Board of Education
2910,kept
2911,Justice Hugo Black
2912,ACLU
2913,Justice Hugo Black
2914,Constitution
2915,T
2916,1962
2917,In
2918,Court
2919,Court
2920,colonists
2921,Potter Stewart
2922,Justice
2923,Court
2924,dissenter
2925,393
2926,Justice
2927,Epperson
2928,held
2929,Supreme Court
2930,403
2931,Catholic
2932,Kurtzman
2933,Establishment Clause
2934,Our
2935,decision
2936,Establishment Clause
2937,adopted
2938,one
2939,must
2940,2002
2941,2002
2942,Congress
2943,Elk Grove Unified School District
2944,five-justice
2945,2005
2946,American
2947,Mount Soledad
2948,3
2949,Ten Commandments
2950,Supreme Court
2951,case
2952,Town
2953,On
2954,U.S. Supreme Court
2955,Supreme Court
2956,Constitution
2957,Supreme Court
2958,requirements
2959,state
2960,also
2961,1868
2962,1868
2963,Living Constitution
2964,Constitution
2965,elected
2966,Constitution
2967,1971
2968,Bill
2969,Supreme Being
2970,Tennessee Constitution Article IX
2971,God
2972,First Amendment
2973,President
2974,Christmas
2975,In God We Trust
2976,Supreme Court
2977,Ohio
2978,Bible
2979,2001
2980,The
2981,followed
2982,Ryan
2983,Ryan
2984,American
2985,schools
2986,Protestants
2987,members
2988,Founding Fathers
2989,Philip Hamburger
2990,Philip Hamburger
2991,Philip Hamburger
2992,Congress
2993,J. Brent Walker
2994,The
2995,reasons
2996,opposed
2997,issues
2998,The
2999,America
3000,The Founding Fathers
3001,The Founding Fathers
3002,Deists
3003,Robert N. Bellah
3004,John F. Kennedy
3005,Civil Religion
3006,Considering
3007,denied
3008,Robert S. Wood
3009,Robert S. Wood
3010,New England
3011,Wood
3012,free
3013,without
3014,annelids
3015,Palolo
3016,oligochaetes
3017,research
3018,Septa
3019,Septa
3020,built
3021,facilitates
3022,annelids
3023,asexually
3024,injuries
3025,larvae
3026,full
3027,ring-like
3028,oxygen
3029,burrowing
3030,polychaetes
3031,studied
3032,species
3033,soft-bodied
3034,Septa
3035,Cambrian
3036,299
3037,461
3038,divided
3039,divided
3040,segments
3041,Greek
3042,Annelids
3043,In
3044,Greek
3045,regarded
3046,late
3047,Greek
3048,Annelids
3049,Annelids
3050,glands
3051,deep
3052,Greek
3053,also
3054,hair-forming
3055,produce
3056,The
3057,sometimes
3058,incomplete
3059,parapodia
3060,also
3061,pair
3062,generally
3063,round
3064,brains
3065,brains
3066,controls
3067,include
3068,rapidly
3069,sensors
3070,Greek
3071,Nuchal
3072,neck
3073,compound
3074,pair
3075,cavities
3076,coelomata
3077,made
3078,movement
3079,Greek
3080,Not sure
3081,fused
3082,cells
3083,dissolved
3084,wall
3085,septa
3086,annelids
3087,connective
3088,leeches
3089,lining
3090,generally
3091,Greek
3092,polychaetes
3093,Phyllodocidae
3094,Phyllodocidae
3095,cuticles
3096,Not sure
3097,Siboglinidae
3098,Siboglinidae
3099,vents
3100,methane
3101,use
3102,vessels
3103,stages
3104,stages
3105,animals
3106,released
3107,Lophotrochozoa
3108,living
3109,clitellates
3110,25
3111,About
3112,About
3113,bodies
3114,division
3115,whose
3116,surface
3117,includes
3118,separate
3119,Leeches
3120,Leeches
3121,adults
3122,Charles Darwin
3123,Worms
3124,lives
3125,The
3126,Earthworms
3127,North America
3128,North America
3129,worms
3130,Palolo
3131,ends
3132,Anglers
3133,polychaetes
3134,proposals
3135,30
3136,China
3137,30
3138,30
3139,IUCN
3140,549
3141,fossil
3142,Cambrian
3143,2008
3144,Australia
3145,65
3146,Tertiary
3147,fossils
3148,2008
3149,divided
3150,group
3151,group
3152,80
3153,1997
3154,In
3155,3
3156,3
3157,polychaetes
3158,In
3159,3
3160,In
3161,Polychaetes
3162,completely
3163,The
3164,The
3165,members
3166,different
3167,Greek
3168,phyla
3169,Lophotrochozoa
3170,Lophotrochozoa
3171,4
3172,Latin
3173,August
3174,1965
3175,1963
3176,Apostle St
3177,Marian
3178,1605
3179,1605
3180,Pope
3181,Catholic
3182,Giovanni Battista Montini
3183,Giovanni Battista Montini
3184,Catholic Action
3185,two
3186,Milan
3187,1916
3188,Canon Law
3189,Milan
3190,Secretariat of State
3191,studied
3192,experience
3193,This
3194,Not sure
3195,transient
3196,Warsaw
3197,led
3198,3
3199,John Paul II
3200,In
3201,Giuseppe Pizzardo
3202,1922
3203,broke
3204,Pope
3205,April
3206,Montini
3207,1939
3208,9 891 497
3209,In
3210,Montini
3211,Montini
3212,Montini
3213,The
3214,persons
3215,Montini
3216,Allied
3217,12
3218,Archbishop
3219,1955
3220,12
3221,Milan
3222,Montini
3223,1961
3224,Vatican
3225,Commission for Extraordinary Affairs
3226,bouts
3227,Catholic
3228,Catholics
3229,More
3230,10
3231,1957
3232,1957
3233,Apostolate
3234,58
3235,1957
3236,become
3237,votes
3238,Angelo Roncalli
3239,1958
3240,candidate
3241,Africa
3242,1962
3243,1923
3244,1965
3245,John XXIII
3246,cardinals
3247,3
3248,October
3249,College of Cardinals
3250,Church
3251,Basilica
3252,Papal Tiara
3253,"Washington , DC"
3254,John Paul
3255,Papal Coronation
3256,Augustin Bea
3257,Christian Unity Secretariat
3258,Paul VI
3259,Nostra
3260,Council Fathers
3261,Milan
3262,29
3263,Vatican II
3264,Vatican II
3265,Canon Law
3266,Mystici
3267,Body
3268,Council
3269,As
3270,Christian
3271,September
3272,Council
3273,Second Vatican Council
3274,Montini
3275,1964
3276,Roman Curia
3277,Canon Law
3278,December
3279,opened
3280,concelebrating
3281,Pope
3282,1964
3283,Pius XII
3284,Roman Curia
3285,Pontificalis Domus
3286,Paul VI
3287,August
3288,Cardinals
3289,Kings
3290,6
3291,Roman Catholic
3292,Easter
3293,Easter
3294,Pope
3295,1970
3296,Latin
3297,April
3298,Mass
3299,John XXIII
3300,1962
3301,John Paul II
3302,therefore
3303,Secretariat
3304,Communist
3305,celebrated
3306,1976
3307,Montini
3308,Montini
3309,April
3310,Montini
3311,Pope
3312,Pilgrim Pope
3313,1964
3314,needed
3315,Amor Flores
3316,October
3317,Paul VI
3318,gave
3319,President
3320,1965
3321,foreign
3322,Paul VI
3323,Catholic Church
3324,The
3325,Church
3326,Catholic Church
3327,Catholic Church
3328,6
3329,September
3330,Brazil
3331,Roman Catholic
3332,God
3333,June
3334,June
3335,areas
3336,Pope
3337,Pope
3338,Catholic Church
3339,25
3340,Humanae
3341,according
3342,God
3343,Pius XII
3344,according
3345,Humanae
3346,Robert McNamara
3347,Annual Meeting
3348,La Paz
3349,reaffirmed
3350,Colombia
3351,1964
3352,1968
3353,Humanae
3354,Pope
3355,Paul VI
3356,Brazil
3357,After
3358,Ecumenical
3359,Paul VI
3360,Being
3361,In
3362,1965
3363,Rome
3364,Shenouda III
3365,1973
3366,Michael Ramsey
3367,Paul VI
3368,2
3369,Anglican Centre
3370,Archbishop
3371,Secretariat for Promoting Christian Unity
3372,Faith
3373,therefore
3374,Church
3375,Paul VI
3376,1965
3377,1968
3378,Catholic
3379,La Paz
3380,The
3381,Catholic Church
3382,1965
3383,reaffirmed
3384,Fredrik A. Schiotz
3385,Fredrik A. Schiotz
3386,Augustin Bea
3387,Augustin Bea
3388,When
3389,Protestants
3390,Paul VI
3391,Bernardin Gantin
3392,June
3393,1964
3394,I
3395,Castel Gandolfo
3396,July
3397,Giuseppe Pizzardo
3398,new
3399,God
3400,1964
3401,Latin
3402,day
3403,October
3404,May
3405,In
3406,Paul VI
3407,Causes of Saints
3408,His
3409,Apostle
3410,May
3411,Causes of Saints
3412,In
3413,Pope Francis
3414,Pope
3415,Pius XI
3416,popes
3417,Humanae
3418,Pope
3419,Paul VI
3420,Paul VI
3421,Catholic Church
3422,Catholics
3423,pontificate
3424,Vatican II
3425,Mediator Dei
3426,Paul VI
3427,critiqued
3428,suffered
3429,members
3430,August
3431,From
3432,July
3433,1976
3434,Argentina
3435,gave
3436,College of Cardinals
3437,Latin
3438,Vatican
3439,continents
3440,Pope
3441,Synod
3442,Paul
3443,Achaemenid Empire
3444,Achaemenid Empire
3445,Neolithic
3446,1991
3447,1916
3448,Sarazm
3449,Achaemenid Empire
3450,following
3451,1992
3452,1939
3453,1939
3454,World War II
3455,Virgin Lands Campaign
3456,factions
3457,guaranteed
3458,Emomali Rahmon
3459,1.2
3460,2005
3461,Dushanbe Airport
3462,Tajikistan
3463,Marine Corps
3464,25
3465,2015
3466,2010
3467,Muslim
3468,Not sure
3469,Abdumalik Abdullajanov
3470,Prime Minister
3471,2005
3472,People 's Democratic Party of Tajikistan
3473,Freedom
3474,tolerated
3475,media
3476,Institute for War & Peace Reporting
3477,Tajikistan
3478,mountains
3479,Dushanbe
3480,Not sure
3481,mountains
3482,Tajikistan
3483,Land
3484,Persian
3485,Tajik
3486,710
3487,temporarily
3488,The
3489,999
3490,710
3491,temporarily
3492,710
3493,The
3494,temporarily
3495,The
3496,999
3497,999
3498,710
3499,Not sure
3500,The
3501,empires
3502,Russian
3503,Between
3504,Тоҷикистон
3505,Not sure
3506,By
3507,Century
3508,Although
3509,1910
3510,Russian
3511,conscripted
3512,Not sure
3513,mainstream
3514,Christianity
3515,Tajik Autonomous Soviet
3516,Between
3517,Not sure
3518,occurred
3519,rounds
3520,Many
3521,Ethnic
3522,1959
3523,Ethnic
3524,February
3525,President
3526,Not sure
3527,Not sure
3528,Tajikistan
3529,conflict
3530,Tajikistan
3531,lies
3532,MW
3533,Afghanistan
3534,conflict
3535,Tajikistan
3536,Afghanistan
3537,Afghanistan
3538,BCE
3539,BCE
3540,century
3541,CE
3542,Later
3543,Arabs
3544,Yuezhi
3545,GDP
3546,sources
3547,accounts
3548,Tajik Aluminum Company
3549,Tajikistan
3550,Panj
3551,Tajikistan
3552,CASA
3553,estimates
3554,In
3555,Tajikistan
3556,World Bank Tajikistan Policy Note
3557,Western European
3558,Tajikistani Drug Control Agency
3559,Tajikistan
3560,Tajikistani Drug Control Agency
3561,country
3562,landlocked
3563,810
3564,2012
3565,Not sure
3566,Dushanbe International Airport
3567,Dushanbe International Airport
3568,Khorog Airport
3569,2009
3570,mountains
3571,35
3572,Pamiris
3573,Tajikistanis
3574,Respublika Tadzhikistan
3575,Oxus
3576,Sarazm
3577,Islam
3578,Not sure
3579,Islamic
3580,among
3581,Muslim
3582,Muslim
3583,Islamic
3584,Hizb
3585,State Committee on Religious Affairs
3586,SCRA
3587,publicly
3588,Not sure
3589,Tajik
3590,2000
3591,GDP
3592,World Bank
3593,11
3594,education
3595,Khujand State University
3596,As
3597,Armenia
3598,5
3599,The
3600,famous
3601,Not sure
3602,Not sure
3603,Not sure
3604,Xenophon
3605,Persians
3606,Assyrian
3607,Hittite Empire
3608,Not sure
3609,Not sure
3610,Soon
3611,Armenian
3612,Eric P. Hamp
3613,Indo-European
3614,called
3615,mentioned
3616,Achaemenid Behistun Inscription
3617,The
3618,Parthia
3619,Armenian
3620,The
3621,Christianity
3622,Mesrop Mashtots
3623,885
3624,Ashot I
3625,Ashot I
3626,portion
3627,Turkic
3628,historic
3629,historic
3630,Russo-Persian War
3631,century
3632,historic
3633,Governments
3634,condemning
3635,Governments
3636,Armenia
3637,1920
3638,breakup
3639,In
3640,1991
3641,century
3642,In
3643,Hayk
3644,Hayastantsis
3645,enjoy
3646,Armenian Quarter
3647,1717
3648,major
3649,Christianity
3650,Haghpat
3651,Parskahay
3652,Lipananahay
3653,Eastern
3654,Diaspora
3655,Armenian
3656,451
3657,Miletus
3658,Iranian
3659,Echmiadzin
3660,Echmiadzin
3661,Soviet
3662,Armenian Muslims
3663,Kirakos Virapetsi
3664,Kirakos Virapetsi
3665,Catholicosates
3666,Armenian Catholic Church
3667,include
3668,Middle Eastern
3669,include
3670,late
3671,first
3672,Not sure
3673,Hecataeus
3674,Revivalist
3675,first
3676,Christianity
3677,Hrip'simé
3678,cone
3679,built
3680,9th
3681,Haritchavank
3682,century
3683,BC
3684,Armenian Khachkars
3685,During
3686,Helsinki
3687,FC Ararat
3688,Hrant Shahinyan
3689,FC Ararat
3690,Armenian
3691,Middle Eastern
3692,Armenian
3693,Armenian
3694,Armenian
3695,Vosbikian Band
3696,Middle Eastern
3697,Armenian
3698,French-Armenian
3699,System
3700,majority
3701,476
3702,In
3703,Not sure
3704,Not sure
3705,Armenian
3706,Armenian
3707,depending
3708,depending
3709,depending
3710,Armenian-styled
3711,Armenian
3712,Armenian
3713,Armenian
3714,Armenian
3715,managers
3716,capital
3717,assets
3718,managers
3719,funds
3720,trouble
3721,July
3722,Southern California–based IndyMac
3723,IndyMac Bank
3724,IndyMac Bank
3725,2008
3726,ratings
3727,Standard & Poor
3728,160
3729,IndyMac
3730,Charles Schumer
3731,Not sure
3732,March
3733,brokered
3734,IndyMac
3735,exacerbated
3736,June
3737,2007
3738,Charles Schumer
3739,IndyMac’s
3740,FSB
3741,FDIC
3742,50
3743,FDIC
3744,IndyMac Federal Bank
3745,100
3746,March
3747,2008
3748,2008
3749,Lehman Brothers
3750,money
3751,funds
3752,2008
3753,markets
3754,2007
3755,U.S. Treasury Secretary
3756,U.S. Treasury Secretary
3757,paper
3758,U.S. Treasury Secretary
3759,June
3760,funds
3761,According
3762,artifact
3763,June
3764,November
3765,500
3766,dropped
3767,Total
3768,Total
3769,serious
3770,November
3771,homes
3772,businesses
3773,November
3774,Has Financial Development Made
3775,2008
3776,16
3777,Relative
3778,UBS
3779,June
3780,18
3781,GDP
3782,The
3783,U.S. Federal Reserve
3784,forecasts
3785,research
3786,living
3787,German DEG
3788,Overseas Development Institute
3789,February
3790,Not sure
